 Day of  Day of              -------------Heat flow rates out in W----------------------------------------------
 sim.     year     Year    Radiation    Air       Floor   Lower wall  Upper wall   Feed      Total    Total ave.       HH            HHave          HHadj         HHadjave   SST      SS
  221     221        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  222     222        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  223     223        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  224     224        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  225     225        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  226     226        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  227     227        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  228     228        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  229     229        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  230     230        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  231     231        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  232     232        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  233     233        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  234     234        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  235     235        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  236     236        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  237     237        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  238     238        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  239     239        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  240     240        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  241     241        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  242     242        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  243     243        1   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
